student_id,gender,age,parental_education,study_hours_per_week,attendance_rate,extracurricular,math_score,physics_score,chemistry_score,english_score,computer_score,average_score,passed_all,grade
1370,Male,16,Bachelor,9.1,82.6,No,68.4,58.6,71.6,63.2,59.6,64.3,1,C
1371,Female,17,Graduate,13.0,96.0,No,83.1,61.1,90.1,75.4,91.0,80.1,1,A
1372,Male,18,High School,11.3,87.0,Yes,64.3,64.2,50.6,64.0,66.6,61.9,1,C
1373,Female,18,Master,11.5,78.3,Yes,76.7,58.4,71.5,58.4,80.4,69.1,1,B
1374,Female,18,High School,12.9,76.1,Yes,57.9,60.4,57.2,56.3,64.4,59.2,1,C
1375,Male,18,Graduate,5.4,88.4,No,85.0,73.5,72.6,78.2,,77.3,1,B
1376,Female,18,High School,,,Yes,74.4,75.3,59.3,74.5,,70.9,1,B
1377,Male,18,High School,12.8,97.0,No,93.6,67.7,,73.6,78.4,78.3,1,B
1378,Female,17,High School,12.6,88.9,No,73.4,65.3,56.3,57.0,59.9,62.4,1,C
1379,Male,15,Bachelor,10.9,100.0,No,69.3,69.0,60.1,62.8,69.2,66.1,1,B
1380,Female,17,High School,17.7,87.2,Yes,87.1,66.6,74.3,74.1,72.7,75.0,1,B
1381,Male,16,Bachelor,10.2,86.9,No,53.5,68.1,50.8,55.8,56.1,56.9,1,C
1382,Male,17,Bachelor,13.1,67.5,Yes,86.9,74.2,64.4,76.8,76.9,75.8,1,B
1383,Female,18,High School,18.5,84.4,No,,79.0,88.8,85.4,86.0,84.8,1,A
1384,Male,17,High School,11.6,94.8,No,81.9,77.5,87.6,80.6,90.7,83.7,1,A
1385,Female,15,Master,13.1,,Yes,51.0,57.5,63.8,67.3,73.8,62.7,1,C
1386,Male,16,Master,11.5,81.4,Yes,74.2,80.9,73.0,66.0,77.9,74.4,1,B
1387,Female,17,Master,18.2,91.7,No,100.0,99.3,92.4,83.7,100.0,95.1,1,A
1388,Male,15,Master,10.7,96.4,No,81.7,74.5,76.1,74.1,73.4,76.0,1,B
1389,Female,17,High School,18.4,88.1,No,80.0,78.3,72.7,70.9,75.3,75.4,1,B
1390,Male,16,High School,11.5,,No,60.2,60.8,56.1,53.2,,57.6,1,C
1391,Male,17,High School,7.7,90.0,No,71.7,67.8,68.3,71.5,58.3,67.5,1,B
1392,Male,18,Master,15.4,94.1,No,81.7,81.2,90.6,67.5,83.4,80.9,1,A
1393,Male,17,No Formal,10.5,80.4,No,66.4,51.1,53.5,61.1,66.0,59.6,1,C
1394,Female,15,Bachelor,15.1,86.0,No,67.6,75.8,72.1,81.7,88.3,77.1,1,B
1395,Male,17,High School,0.0,,No,51.1,52.1,49.3,51.8,50.0,50.9,1,C
1396,Female,15,High School,12.0,67.4,Yes,68.7,45.3,61.9,68.1,59.5,60.7,1,C
1397,Male,16,High School,9.7,96.2,No,76.3,59.6,55.9,64.9,54.8,62.3,1,C
1398,Male,17,Bachelor,6.7,88.0,Yes,75.1,74.2,79.0,72.8,81.4,76.5,1,B
1399,Female,16,High School,9.2,100.0,Yes,71.6,63.6,44.5,65.1,67.6,62.5,1,C
1400,Female,16,Graduate,9.1,94.9,No,,77.5,77.1,80.9,97.0,83.1,1,A
1401,Male,17,Bachelor,11.8,85.2,No,69.6,77.6,64.9,66.0,71.0,69.8,1,B
1402,Male,15,Graduate,5.2,87.3,Yes,,59.7,66.3,68.5,71.2,66.4,1,B
1403,Male,16,Master,13.6,92.5,No,76.9,65.9,59.9,71.1,,68.4,1,B
1404,Female,16,Master,18.8,95.7,No,100.0,99.1,94.1,,98.1,97.8,1,A
1405,Female,17,Bachelor,13.4,90.6,Yes,82.7,80.8,77.6,72.8,70.3,76.8,1,B
1406,Male,17,Bachelor,16.0,96.8,No,74.5,66.9,59.6,68.5,92.3,72.4,1,B
1407,Female,17,Bachelor,17.5,85.6,No,70.3,71.4,72.0,63.7,,69.4,1,B
1408,Female,17,Bachelor,18.2,80.0,Yes,94.4,88.0,84.8,77.3,86.6,86.2,1,A
1409,Female,17,Bachelor,21.4,87.5,No,84.0,79.1,83.4,65.9,89.6,80.4,1,A
1410,Female,18,No Formal,9.5,89.6,No,55.3,64.6,51.5,60.5,70.6,60.5,1,C
1411,Male,17,Master,8.4,78.4,No,68.1,76.0,62.9,71.4,81.0,71.9,1,B
1412,Male,15,Master,15.9,77.3,Yes,87.3,77.0,88.5,65.6,77.2,79.1,1,B
1413,Male,16,Graduate,15.5,91.6,No,71.2,77.7,68.0,,81.7,74.6,1,B
1414,Male,15,High School,15.9,84.7,Yes,100.0,77.1,80.6,,97.6,88.8,1,A
1415,Female,15,High School,21.4,,No,88.3,89.6,90.2,80.8,95.9,89.0,1,A
1416,Female,18,Bachelor,12.1,,Yes,82.7,76.6,69.8,76.7,84.6,78.1,1,B
1417,Male,17,Bachelor,14.1,100.0,No,63.2,56.6,56.0,53.8,61.9,58.3,1,C
1418,Male,16,Master,7.1,98.1,No,67.8,59.1,74.3,62.8,67.9,66.4,1,B
1419,Male,15,Bachelor,22.7,78.1,Yes,,92.9,81.9,84.1,89.6,87.1,1,A
1420,Female,17,Bachelor,,,Yes,85.8,79.1,76.4,77.2,88.1,81.3,1,A
1421,Male,17,Bachelor,10.5,94.8,Yes,56.9,52.5,50.4,55.5,62.5,55.6,1,C
1422,Female,18,High School,10.3,92.8,Yes,80.8,63.3,70.1,83.0,72.4,73.9,1,B
1423,Male,18,Bachelor,,87.7,No,81.4,65.0,85.2,76.2,86.9,78.9,1,B
1424,Male,18,Master,8.4,78.9,No,54.4,49.4,59.5,51.9,52.8,53.6,1,C
1425,Other,16,High School,9.4,82.5,No,80.5,68.8,68.7,,67.0,71.2,1,B
1426,Female,15,Bachelor,,83.9,No,,76.1,67.4,70.1,65.0,69.6,1,B
1427,Male,18,Bachelor,8.1,,No,62.7,61.6,65.3,65.7,65.8,64.2,1,C
1428,Female,18,High School,,100.0,Yes,78.1,70.3,76.1,67.1,90.8,76.5,1,B
1429,Female,18,High School,,82.5,No,82.8,76.6,,,78.9,79.4,1,B
1430,Female,15,No Formal,16.6,79.8,No,,76.0,57.8,64.5,78.4,69.2,1,B
1431,Male,15,Bachelor,17.9,87.1,No,80.6,73.2,70.9,73.0,86.6,76.9,1,B
1432,Female,18,High School,21.2,96.3,No,99.6,,88.4,85.8,93.2,91.8,1,A
1433,Female,18,High School,3.1,76.4,No,,66.0,59.4,62.9,68.2,64.1,1,C
1434,Female,17,Master,,99.6,No,64.1,72.1,60.2,67.3,70.2,66.8,1,B
1435,Male,18,Bachelor,8.0,86.6,Yes,70.3,77.5,60.2,73.8,69.8,70.3,1,B
1436,Male,16,Bachelor,9.7,82.1,Yes,64.4,49.3,69.4,62.8,75.5,64.3,1,C
1437,Male,16,High School,10.5,75.2,No,60.8,63.4,,55.5,59.7,59.8,1,C
1438,Female,18,Graduate,9.8,93.7,No,80.2,77.4,78.6,68.2,84.4,77.8,1,B
1439,Male,15,Bachelor,13.1,86.6,Yes,71.4,64.0,74.1,66.2,72.3,69.6,1,B
1440,Female,17,High School,12.2,89.4,No,83.5,76.0,73.5,69.7,85.0,77.5,1,B
1441,Female,15,Bachelor,8.4,80.8,No,,73.1,47.8,60.3,67.6,62.2,1,C
1442,Male,18,Bachelor,1.1,85.4,No,59.9,57.2,42.7,56.3,59.4,55.1,1,C
1443,Female,16,Graduate,7.0,84.1,Yes,76.4,53.6,66.2,67.1,67.9,66.2,1,B
1444,Male,17,Graduate,9.3,87.2,No,75.5,62.8,69.2,64.2,77.1,69.8,1,B
1445,Female,15,High School,10.8,82.6,No,,63.8,55.8,49.9,69.2,59.7,1,C
1446,Male,15,Graduate,6.4,75.7,Yes,68.3,75.3,74.8,78.0,77.6,74.8,1,B
1447,Female,18,Master,9.5,100.0,No,64.2,65.1,61.4,62.6,69.9,64.6,1,C
1448,Female,17,Graduate,6.3,77.1,No,69.4,58.2,72.3,69.1,74.8,68.8,1,B
1449,Female,16,High School,11.4,89.5,No,77.0,68.1,64.8,67.8,77.3,71.0,1,B
1450,Female,18,Bachelor,6.6,73.8,Yes,52.7,41.5,55.9,52.2,56.5,51.8,1,C
1451,Female,17,High School,7.8,72.0,No,58.8,40.9,48.3,,60.8,52.2,1,C
1452,Female,15,Master,5.5,88.8,Yes,64.4,50.9,73.6,,63.8,63.2,1,C
1453,Female,18,High School,11.2,89.4,No,71.6,54.5,58.5,57.4,65.6,61.5,1,C
1454,Female,15,Bachelor,7.7,98.1,No,80.5,71.2,74.7,75.6,83.2,77.0,1,B
1455,Male,15,High School,16.5,91.2,No,81.3,68.4,70.0,72.9,,73.2,1,B
1456,Female,18,High School,14.0,86.8,No,85.4,84.6,74.5,71.6,,79.0,1,B
1457,Female,18,Bachelor,11.7,80.4,No,78.7,,76.4,64.6,72.6,73.1,1,B
1458,Female,18,Graduate,8.0,100.0,No,82.2,80.0,70.3,66.8,75.0,74.9,1,B
1459,Male,18,Bachelor,13.9,95.4,No,84.5,71.0,80.6,75.4,82.5,78.8,1,B
1460,Female,18,Graduate,15.5,78.0,Yes,84.6,89.3,89.3,75.0,90.2,85.7,1,A
1461,Male,15,High School,12.7,88.3,Yes,,66.8,63.1,63.6,,64.5,1,C
1462,Female,16,Bachelor,20.0,89.2,Yes,100.0,88.9,97.6,83.8,100.0,94.1,1,A
1463,Male,16,Bachelor,14.3,85.2,No,81.1,62.2,71.2,68.5,72.2,71.0,1,B
1464,Female,18,High School,16.6,94.2,No,86.3,78.2,85.9,,88.4,84.7,1,A
1465,Other,15,Bachelor,12.7,94.7,No,59.9,64.9,63.2,64.8,80.1,66.6,1,B
1466,Male,16,Master,15.4,86.5,Yes,82.8,74.3,77.3,75.8,77.3,77.5,1,B
1467,Female,16,Bachelor,8.0,85.8,No,71.0,58.9,57.0,,68.2,63.8,1,C
1468,Male,16,Master,9.7,100.0,Yes,70.1,67.3,83.2,,76.2,74.2,1,B
1469,Female,15,Bachelor,13.7,95.5,No,76.2,74.9,75.6,63.0,74.4,72.8,1,B
1470,Female,18,High School,13.7,88.6,No,70.5,74.2,64.3,67.1,77.4,70.7,1,B
1471,Female,18,High School,14.5,75.0,Yes,62.3,64.2,62.5,68.1,69.1,65.2,1,B
1472,Female,18,Bachelor,17.5,90.8,No,87.1,82.9,67.5,74.3,91.8,80.7,1,A
1473,Female,17,High School,4.9,93.6,Yes,58.0,60.7,56.6,,62.5,59.4,1,C
1474,Male,17,High School,7.1,66.0,No,61.7,46.2,53.1,57.0,62.9,56.2,1,C
1475,Male,17,Bachelor,13.1,90.0,No,89.4,69.4,76.5,70.3,81.1,77.3,1,B
1476,Female,15,Bachelor,,84.7,No,51.7,53.3,49.7,53.2,69.0,55.4,1,C
1477,Female,16,High School,28.9,86.2,No,94.3,100.0,88.2,83.3,100.0,93.2,1,A
1478,Female,16,Master,14.6,80.7,No,87.6,80.5,76.2,69.8,,78.5,1,B
1479,Female,15,Bachelor,11.6,86.8,No,85.3,60.5,82.1,79.7,74.9,76.5,1,B
1480,Male,15,High School,9.4,99.1,No,75.2,70.3,67.1,64.7,72.8,70.0,1,B
1481,Female,18,Master,9.6,84.4,No,71.1,51.8,63.5,61.1,66.9,62.9,1,C
1482,Male,18,Bachelor,12.2,95.7,Yes,70.6,61.7,55.2,63.1,70.5,64.2,1,C
1483,Female,17,Bachelor,12.6,81.5,No,75.2,79.2,77.2,75.6,74.6,76.4,1,B
1484,Male,17,Bachelor,9.7,94.1,Yes,74.4,53.6,67.2,63.8,71.8,66.2,1,B
1485,Male,15,High School,10.6,88.0,Yes,68.5,73.7,69.6,67.3,69.8,69.8,1,B
1486,Male,17,Master,18.7,90.8,Yes,81.8,90.2,74.0,70.0,75.5,78.3,1,B
1487,Male,16,Bachelor,18.9,88.1,Yes,84.3,74.4,77.0,73.5,75.8,77.0,1,B
1488,Female,15,Graduate,13.3,93.1,Yes,92.0,87.3,89.8,89.0,94.4,90.5,1,A
1489,Male,15,Master,5.3,67.5,Yes,44.9,56.9,,46.4,45.9,48.5,1,D
1490,Male,16,Bachelor,14.7,76.6,No,66.5,57.8,53.5,65.9,67.5,62.2,1,C
1491,Male,18,High School,19.8,91.3,Yes,87.3,83.7,85.5,77.2,99.7,86.7,1,A
1492,Male,18,High School,18.8,71.7,Yes,92.3,75.7,91.1,71.5,92.3,84.6,1,A
1493,Male,16,High School,15.7,83.8,No,70.2,71.6,59.6,71.9,80.6,70.8,1,B
1494,Male,16,Bachelor,19.1,87.6,Yes,100.0,,98.6,82.8,96.0,94.4,1,A
1495,Female,17,High School,12.3,81.4,Yes,74.2,67.1,59.7,64.6,77.4,68.6,1,B
1496,Female,15,Bachelor,15.1,82.5,No,89.3,74.0,70.7,72.6,82.3,77.8,1,B
1497,Female,17,High School,8.6,90.2,Yes,58.0,60.8,62.5,70.4,63.9,63.1,1,C
1498,Male,16,No Formal,13.5,96.1,Yes,81.8,68.3,,64.5,79.0,73.4,1,B
1499,Male,17,High School,18.6,80.3,No,93.5,76.0,80.9,85.4,81.5,83.5,1,A
1500,Female,16,Graduate,9.1,83.4,No,97.3,78.0,83.2,82.5,91.7,86.5,1,A
1501,Female,17,Graduate,7.7,82.1,No,58.4,50.2,58.3,,69.8,59.2,1,C
1502,Male,17,Bachelor,12.5,68.6,No,67.3,65.9,70.4,66.2,60.6,66.1,1,B
1503,Male,18,Master,10.9,,No,68.5,48.2,57.9,69.7,72.5,63.4,1,C
1504,Male,16,Bachelor,15.2,95.5,No,82.2,81.1,73.9,77.1,78.8,78.6,1,B
1505,Male,17,Bachelor,9.7,96.1,Yes,88.5,76.6,79.3,76.4,82.5,80.7,1,A
1506,Male,15,High School,20.6,81.0,No,92.9,87.1,92.1,85.4,99.3,91.4,1,A
1507,Female,17,High School,5.6,78.0,Yes,64.7,50.3,58.0,53.5,,56.6,1,C
1508,Female,17,Bachelor,18.3,,No,100.0,,74.0,73.7,89.8,84.4,1,A
1509,Female,15,Bachelor,8.2,94.6,No,59.2,64.6,,65.0,57.3,61.5,1,C
1510,Female,16,Bachelor,3.0,89.2,No,53.7,39.7,,55.8,58.0,51.8,1,C
1511,Female,18,High School,,90.3,No,76.8,60.0,72.5,73.4,78.0,72.1,1,B
1512,Female,18,Bachelor,10.7,97.1,No,77.6,66.5,71.5,71.1,,71.7,1,B
1513,Female,18,High School,6.5,82.1,Yes,58.6,47.9,52.5,58.2,55.0,54.4,1,C
1514,Male,15,High School,3.6,86.2,Yes,54.9,60.5,44.6,58.1,71.4,57.9,1,C
1515,Male,17,High School,12.0,100.0,No,70.3,74.0,73.9,76.8,84.9,76.0,1,B
1516,Male,16,High School,16.9,86.4,No,62.8,57.1,54.7,65.7,58.5,59.8,1,C
1517,Female,17,High School,14.9,77.9,No,76.1,61.3,,60.2,67.6,66.3,1,B
1518,Female,18,Master,12.3,82.6,No,75.8,60.8,68.8,66.0,67.3,67.7,1,B
1519,Male,17,High School,14.4,80.5,No,59.7,60.5,58.2,,68.2,61.6,1,C
1520,Female,15,Master,11.9,90.9,No,58.1,50.6,63.9,68.0,54.9,59.1,1,C
1521,Male,15,High School,4.9,80.8,No,72.8,,61.0,64.9,70.6,67.3,1,B
1522,Female,16,Graduate,4.9,90.2,No,70.0,61.2,55.7,67.7,61.5,63.2,1,C
1523,Male,16,Bachelor,11.0,82.1,No,74.8,,63.8,65.6,68.6,68.2,1,B
1524,Male,18,High School,11.2,71.0,No,64.7,54.0,69.6,54.2,66.1,61.7,1,C
1525,Female,16,Bachelor,16.3,90.5,No,75.6,,72.4,59.3,71.2,69.6,1,B
1526,Male,17,Bachelor,15.8,89.2,No,85.8,,79.5,77.1,81.1,80.9,1,A
1527,Male,15,Bachelor,15.0,92.1,No,74.2,81.6,82.7,76.3,78.1,78.6,1,B
1528,Male,15,High School,10.6,82.6,No,57.9,56.2,67.0,64.4,64.2,61.9,1,C
1529,Female,15,No Formal,5.1,81.8,No,54.1,58.2,54.5,59.3,55.4,56.3,1,C
1530,Female,16,Bachelor,14.1,,No,70.4,58.7,56.7,76.6,,65.6,1,B
1531,Male,15,High School,14.6,100.0,No,79.4,81.2,75.5,71.8,71.6,75.9,1,B
1532,Female,15,Master,0.1,88.1,Yes,58.2,52.7,51.1,54.7,56.3,54.6,1,C
1533,Female,15,Bachelor,7.8,91.4,No,73.3,63.6,58.4,61.5,70.1,65.4,1,B
1534,Male,18,Master,8.5,85.4,No,65.9,59.6,62.4,74.1,67.7,65.9,1,B
1535,Male,18,Bachelor,12.6,75.7,No,77.2,74.2,67.6,61.2,61.9,68.4,1,B
1536,Male,16,Master,8.0,95.7,No,77.1,73.6,,73.7,62.9,71.8,1,B
1537,Male,15,High School,11.8,95.3,No,79.2,73.0,76.9,74.1,68.6,74.4,1,B
1538,Female,16,Master,10.9,93.7,No,81.2,60.3,74.5,68.3,89.1,74.7,1,B
1539,Male,15,Master,11.2,86.5,Yes,81.1,69.6,79.2,66.9,86.0,76.6,1,B
1540,Female,15,High School,8.4,92.8,Yes,72.9,49.2,,67.0,66.3,63.9,1,C
1541,Female,15,High School,8.8,95.2,No,,63.5,58.4,58.0,70.9,62.7,1,C
1542,Male,16,High School,6.6,100.0,No,72.8,62.3,61.6,67.8,,66.1,1,B
1543,Female,16,No Formal,,95.9,Yes,78.2,70.7,60.9,,92.2,75.5,1,B
1544,Male,15,High School,14.9,88.5,Yes,69.8,64.1,72.4,76.5,75.6,71.7,1,B
1545,Female,17,Bachelor,8.1,77.5,No,63.3,77.2,67.9,67.8,71.3,69.5,1,B
1546,Female,16,High School,19.6,89.2,No,85.7,74.2,71.4,63.1,86.1,76.1,1,B
1547,Female,18,Bachelor,10.4,90.1,No,80.7,72.6,79.1,68.0,80.1,76.1,1,B
1548,Female,16,Bachelor,,93.7,No,87.5,78.6,73.8,83.7,96.6,84.0,1,A
1549,Male,15,No Formal,8.8,98.8,No,49.2,51.4,51.6,51.3,64.6,53.6,1,C
1550,Female,17,Bachelor,1.9,87.2,No,54.1,44.0,45.3,54.0,53.3,50.1,1,C
1551,Female,15,Master,14.0,100.0,No,96.7,94.5,97.2,91.6,98.9,95.8,1,A
1552,Female,18,Bachelor,13.2,73.9,No,75.1,63.8,57.1,71.3,72.0,67.9,1,B
1553,Female,16,High School,12.2,91.4,No,,90.2,91.3,76.0,81.5,84.8,1,A
1554,Female,16,High School,8.8,81.6,No,55.8,,,56.4,61.7,58.0,1,C
1555,Male,15,Bachelor,11.8,72.7,Yes,79.6,79.9,67.4,70.6,83.6,76.2,1,B
1556,Male,15,No Formal,9.4,86.4,Yes,51.2,56.4,42.4,48.9,37.2,47.2,1,D
1557,Female,18,Graduate,,76.3,Yes,72.4,,63.4,,70.4,68.7,1,B
1558,Male,17,High School,16.2,86.7,No,83.2,88.3,81.7,76.9,85.2,83.1,1,A
1559,Female,18,High School,12.9,88.3,No,71.8,80.8,81.0,73.3,81.8,77.7,1,B
1560,Female,17,High School,15.0,96.9,No,79.7,58.4,61.2,66.2,85.5,70.2,1,B
1561,Male,16,Graduate,10.8,75.9,Yes,87.5,77.8,69.0,,78.6,78.2,1,B
1562,Male,17,Graduate,10.3,95.3,No,71.7,71.1,74.6,62.0,72.0,70.3,1,B
1563,Female,17,Master,6.2,88.8,No,57.2,66.0,74.8,51.9,70.2,64.0,1,C
1564,Male,16,Bachelor,10.1,96.2,No,61.9,66.3,68.2,63.8,68.5,65.7,1,B
1565,Female,16,Bachelor,0.0,84.5,Yes,40.3,43.7,,51.3,43.9,44.8,1,D
1566,Male,16,Bachelor,9.0,77.3,No,86.1,75.1,73.8,71.9,76.7,76.7,1,B
1567,Female,18,High School,11.6,,No,72.8,67.6,67.7,64.1,73.1,69.1,1,B
1568,Male,16,Bachelor,14.8,77.7,No,78.0,72.4,83.3,75.1,85.5,78.9,1,B
1569,Female,15,High School,10.7,91.8,No,81.8,72.2,73.2,73.0,82.9,76.6,1,B
1570,Male,16,High School,13.7,99.8,No,64.9,55.3,73.6,58.4,73.3,65.1,1,B
1571,Female,16,Graduate,1.1,83.5,No,64.1,60.2,66.4,69.1,51.8,62.3,1,C
1572,Male,16,Master,11.7,93.0,No,86.9,71.7,78.0,59.3,,74.0,1,B
1573,Female,17,Bachelor,3.6,75.8,No,54.1,,47.0,55.4,49.5,51.5,1,C
1574,Female,18,Bachelor,6.0,89.4,Yes,74.4,56.5,64.2,67.0,74.0,67.2,1,B
1575,Male,16,Bachelor,11.1,93.3,No,65.7,64.1,,64.6,64.0,64.6,1,C
1576,Male,18,Master,,76.4,Yes,100.0,90.0,93.1,74.6,,89.4,1,A
1577,Male,15,Master,13.9,86.4,Yes,83.0,77.8,81.9,77.5,89.5,81.9,1,A
1578,Female,15,Master,,93.7,No,75.7,62.7,,66.9,81.0,71.6,1,B
1579,Female,16,Master,11.9,64.5,Yes,81.3,75.9,,82.5,79.9,79.9,1,B
1580,Female,15,High School,8.4,98.7,Yes,55.4,60.6,43.0,,51.5,52.6,1,C
1581,Male,18,High School,9.3,90.8,No,54.6,67.1,69.0,,56.9,61.9,1,C
1582,Male,17,Bachelor,14.1,,No,76.1,75.1,79.0,61.3,94.5,77.2,1,B
1583,Female,16,High School,,84.7,Yes,86.5,70.3,,70.9,79.5,76.8,1,B
1584,Female,15,Master,15.0,74.2,No,65.0,71.7,59.7,68.7,83.3,69.7,1,B
1585,Other,18,High School,10.1,92.3,Yes,,49.0,62.3,61.8,54.4,56.9,1,C
1586,Male,18,High School,16.1,87.3,Yes,,62.4,76.1,64.1,77.1,69.9,1,B
1587,Female,15,Bachelor,16.8,88.3,No,100.0,79.0,90.9,79.3,87.4,87.3,1,A
1588,Male,18,No Formal,3.6,96.7,Yes,54.0,55.0,59.8,53.8,53.1,55.1,1,C
1589,Male,18,High School,9.1,94.1,No,65.6,68.6,68.5,64.4,66.8,66.8,1,B
1590,Female,16,Bachelor,7.7,100.0,Yes,75.4,69.8,65.4,76.2,70.4,71.4,1,B
1591,Female,18,Bachelor,2.9,89.2,No,58.7,66.8,,56.9,54.4,59.2,1,C
1592,Other,15,High School,6.8,82.5,No,60.4,63.5,54.4,66.6,,61.2,1,C
1593,Male,16,Bachelor,24.2,86.5,No,97.7,95.7,88.3,81.2,96.6,91.9,1,A
1594,Male,15,Master,15.0,91.3,No,78.3,76.1,75.8,75.2,80.8,77.2,1,B
1595,Female,17,Bachelor,21.6,96.1,No,87.6,76.5,85.4,80.9,87.2,83.5,1,A
1596,Female,15,Graduate,16.1,76.3,No,83.0,73.7,,79.0,89.4,81.3,1,A
1597,Male,15,High School,8.3,88.1,Yes,75.2,,57.4,78.7,70.8,70.5,1,B
1598,Male,16,High School,,100.0,No,58.9,60.7,59.8,49.4,75.4,60.8,1,C
1599,Male,18,Graduate,14.9,86.1,Yes,74.2,60.6,58.1,,61.8,63.7,1,C
1600,Female,15,Bachelor,14.2,95.4,No,89.8,74.7,,78.0,84.5,81.8,1,A
1601,Male,16,Bachelor,9.1,91.9,No,70.0,73.0,78.4,73.9,86.4,76.3,1,B
1602,Male,17,Master,4.5,95.6,Yes,51.2,63.1,64.9,65.1,64.5,61.8,1,C
1603,Male,16,High School,28.4,81.5,No,99.4,96.4,91.3,86.4,100.0,94.7,1,A
1604,Male,16,Master,11.3,81.6,Yes,74.2,66.4,69.2,,67.6,69.4,1,B
1605,Male,18,High School,10.4,88.2,No,76.9,59.3,67.5,73.8,75.5,70.6,1,B
1606,Female,15,High School,12.6,75.7,Yes,78.2,57.8,79.6,76.4,74.7,73.3,1,B
1607,Male,17,High School,10.8,85.8,No,67.2,59.8,69.2,66.6,75.8,67.7,1,B
1608,Female,16,Master,12.6,90.0,Yes,92.7,87.1,91.5,84.2,96.0,90.3,1,A
1609,Male,15,High School,18.4,100.0,Yes,71.2,60.6,62.5,66.1,79.7,68.0,1,B
1610,Female,15,Master,11.4,91.2,No,71.4,72.3,80.1,68.0,82.1,74.8,1,B
1611,Female,16,Graduate,6.2,93.0,Yes,56.3,,59.8,66.4,58.3,60.2,1,C
1612,Female,15,Bachelor,11.2,97.3,No,89.8,81.2,90.3,67.7,77.6,81.3,1,A
1613,Female,16,Bachelor,9.7,80.3,No,52.2,57.8,57.1,59.8,57.7,56.9,1,C
1614,Male,16,Bachelor,19.1,86.7,Yes,80.4,78.9,74.5,71.3,78.1,76.6,1,B
1615,Male,16,High School,,100.0,No,84.7,68.1,64.2,68.4,82.6,73.6,1,B
1616,Female,17,Bachelor,12.5,87.4,Yes,71.3,,,72.1,80.6,74.7,1,B
1617,Other,16,Bachelor,5.6,96.9,Yes,54.8,61.1,55.1,65.8,61.5,59.7,1,C
1618,Female,18,No Formal,5.9,95.7,Yes,61.7,48.9,57.9,56.1,53.4,55.6,1,C
1619,Female,15,Graduate,12.1,76.2,No,69.2,67.7,,74.2,72.5,70.9,1,B
1620,Female,17,Graduate,13.7,90.5,Yes,79.0,87.5,,75.9,82.9,81.3,1,A
1621,Male,15,Graduate,10.1,89.2,No,98.7,81.3,95.4,73.4,82.3,86.2,1,A
1622,Male,17,Bachelor,9.6,90.6,No,82.2,83.8,66.7,65.0,79.7,75.5,1,B
1623,Female,18,Master,,82.0,No,68.4,51.6,70.5,64.7,72.6,65.6,1,B
1624,Female,17,Graduate,11.9,79.1,No,,82.2,91.9,75.2,100.0,87.3,1,A
1625,Male,17,Bachelor,0.1,84.2,No,56.4,57.0,68.2,44.7,55.6,56.4,1,C
1626,Female,17,No Formal,6.5,87.2,No,58.1,50.1,54.0,52.8,52.5,53.5,1,C
1627,Male,15,Bachelor,8.9,97.5,Yes,60.4,53.7,72.5,78.9,60.7,65.2,1,B
1628,Female,16,Bachelor,18.0,100.0,No,90.8,83.3,90.2,76.8,86.0,85.4,1,A
1629,Male,15,Master,7.9,99.2,No,53.1,79.4,68.2,64.2,62.0,65.4,1,B
1630,Male,16,No Formal,12.9,94.9,No,65.0,61.8,68.8,65.4,68.4,65.9,1,B
1631,Female,15,High School,13.1,80.0,Yes,72.9,73.8,,68.4,84.8,75.0,1,B
1632,Male,18,Master,18.5,84.7,Yes,93.3,75.1,76.1,71.7,88.8,81.0,1,A
1633,Female,18,Bachelor,18.3,89.7,No,100.0,,100.0,90.1,100.0,97.5,1,A
1634,Female,17,High School,11.7,82.9,Yes,74.3,72.2,59.8,71.6,73.6,70.3,1,B
1635,Female,18,Master,,,No,65.6,72.2,63.7,63.2,63.0,65.5,1,B
1636,Male,17,Bachelor,8.7,93.8,Yes,75.4,76.2,70.0,72.4,72.4,73.3,1,B
1637,Male,16,Master,10.8,92.3,No,82.0,82.5,79.2,71.1,81.5,79.3,1,B
1638,Male,18,High School,9.8,96.2,No,58.7,56.4,65.6,51.7,56.4,57.8,1,C
1639,Other,16,Bachelor,14.8,80.8,Yes,78.5,54.9,68.7,56.4,73.3,66.4,1,B
1640,Female,15,Bachelor,14.1,95.5,Yes,74.6,62.3,71.6,74.2,73.5,71.2,1,B
1641,Female,16,Bachelor,15.0,82.4,No,77.0,75.1,70.0,70.4,84.6,75.4,1,B
1642,Female,15,High School,18.3,80.5,Yes,80.8,83.1,78.0,77.2,80.6,79.9,1,B
1643,Female,16,No Formal,21.3,92.3,No,100.0,87.7,84.8,74.7,84.5,86.3,1,A
1644,Female,16,Bachelor,12.6,97.7,No,78.4,63.8,70.7,61.4,76.2,70.1,1,B
1645,Male,18,Master,17.5,91.9,Yes,,73.6,82.8,75.8,,77.4,1,B
1646,Female,16,Bachelor,10.2,88.2,No,85.3,81.8,71.4,78.1,87.4,80.8,1,A
1647,Male,18,Bachelor,,90.5,No,87.0,70.8,78.0,70.6,73.7,76.0,1,B
1648,Female,18,Bachelor,17.3,89.1,No,100.0,84.8,98.5,94.6,100.0,95.6,1,A
1649,Female,17,Bachelor,17.0,79.0,Yes,100.0,87.3,86.4,82.2,94.6,90.1,1,A
